ID,BEiT Class,Archetype,Lat,Lon,PGA μ(g),PGA σ(g),P(None),P(DS1) μ,P(DS1) σ,P(DS2) μ,P(DS2) σ,P(DS3) μ,P(DS3) σ,P(DS4) μ,P(DS4) σ,Mean DS,Loss Ratio
445,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,83.76382,0.0928,0.0724,0.985,0.013,0.052,0.001,0.013,0.0,0.005,0.0,0.006,None,0.002
446,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.58617,87.06382,0.101,0.0808,0.979,0.018,0.067,0.002,0.016,0.001,0.006,0.001,0.006,None,0.002
447,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.38617,82.86382,0.1033,0.0879,0.974,0.021,0.073,0.003,0.018,0.001,0.007,0.001,0.008,None,0.003
448,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.81117,86.83882,0.1044,0.0797,0.977,0.02,0.067,0.002,0.013,0.001,0.004,0.0,0.004,None,0.002
449,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.86117,80.83882,0.0919,0.066,0.988,0.011,0.046,0.001,0.01,0.0,0.003,0.0,0.003,None,0.001
450,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.08882,0.0996,0.0785,0.979,0.019,0.063,0.002,0.011,0.0,0.004,0.0,0.004,None,0.002
451,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.08617,83.38882,0.0974,0.0767,0.979,0.018,0.067,0.002,0.011,0.0,0.003,0.0,0.002,None,0.002
452,Timber,W_WWD_LWAL_DNO_H1,28.48617,81.43882,0.0967,0.0772,0.931,0.062,0.118,0.005,0.022,0.001,0.008,0.001,0.008,None,0.006
453,Timber,W_WWD_LWAL_DNO_H1,30.36117,81.51382,0.0958,0.0737,0.93,0.063,0.121,0.005,0.019,0.001,0.005,0.001,0.004,None,0.005
454,Timber,W_WWD_LWAL_DNO_H1,29.23617,84.06382,0.0989,0.072,0.926,0.067,0.117,0.005,0.018,0.001,0.005,0.001,0.005,None,0.005
455,Timber,W_WWD_LWAL_DNO_H1,29.16117,82.78882,0.0964,0.0685,0.933,0.062,0.11,0.004,0.017,0.001,0.005,0.001,0.004,None,0.005
456,Timber,W_WWD_LWAL_DNO_H1,28.41117,84.21382,0.1008,0.0764,0.922,0.071,0.119,0.005,0.019,0.001,0.007,0.001,0.008,None,0.006
457,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.76382,0.0997,0.0711,0.924,0.07,0.121,0.005,0.016,0.001,0.004,0.0,0.003,None,0.005
458,Timber,W_WWD_LWAL_DNO_H1,28.78617,83.91382,0.0951,0.0704,0.931,0.064,0.117,0.004,0.016,0.001,0.004,0.0,0.003,None,0.005
459,Timber,W_WWD_LWAL_DNO_H1,29.16117,83.31382,0.1007,0.0807,0.924,0.068,0.121,0.006,0.024,0.001,0.009,0.001,0.009,None,0.006
460,Timber,W_WWD_LWAL_DNO_H1,29.76117,81.58882,0.0949,0.075,0.934,0.06,0.116,0.005,0.021,0.001,0.007,0.001,0.007,None,0.005
461,Timber,W_WWD_LWAL_DNO_H1,27.73617,82.71382,0.1019,0.0822,0.92,0.072,0.126,0.006,0.024,0.001,0.008,0.001,0.008,None,0.007
462,Timber,W_WWD_LWAL_DNO_H1,28.86117,80.98882,0.1031,0.0835,0.912,0.078,0.139,0.007,0.023,0.002,0.007,0.001,0.005,None,0.007
463,Timber,W_WWD_LWAL_DNO_H1,30.21117,81.96382,0.0965,0.079,0.93,0.063,0.115,0.005,0.021,0.001,0.009,0.001,0.012,None,0.006
464,Timber,W_WWD_LWAL_DNO_H1,28.41117,85.11382,0.0996,0.0785,0.921,0.072,0.127,0.006,0.021,0.001,0.006,0.001,0.006,None,0.006
465,Timber,W_WWD_LWAL_DNO_H1,29.83617,81.36382,0.0992,0.0766,0.925,0.067,0.124,0.005,0.021,0.001,0.007,0.001,0.006,None,0.006
466,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.76382,0.0993,0.0764,0.924,0.069,0.122,0.005,0.02,0.001,0.007,0.001,0.007,None,0.006
467,Timber,W_WWD_LWAL_DNO_H1,29.53617,83.01382,0.0955,0.0721,0.933,0.062,0.114,0.004,0.018,0.001,0.006,0.001,0.008,None,0.005
468,Timber,W_WWD_LWAL_DNO_H1,29.91117,81.73882,0.1014,0.0808,0.919,0.073,0.13,0.006,0.023,0.001,0.007,0.001,0.006,None,0.006
469,Timber,W_WWD_LWAL_DNO_H1,27.66117,87.43882,0.0972,0.0752,0.926,0.068,0.121,0.005,0.019,0.001,0.006,0.001,0.006,None,0.006
470,Timber,W_WWD_LWAL_DNO_H1,27.51117,88.03882,0.0998,0.0823,0.925,0.066,0.123,0.006,0.025,0.002,0.009,0.001,0.009,None,0.007
471,Timber,W_WWD_LWAL_DNO_H1,30.13617,81.73882,0.0955,0.0721,0.933,0.062,0.114,0.004,0.018,0.001,0.006,0.001,0.008,None,0.005
472,Timber,W_WWD_LWAL_DNO_H1,28.93617,83.53882,0.1012,0.0786,0.918,0.074,0.129,0.006,0.02,0.001,0.006,0.001,0.006,None,0.006
473,Timber,W_WWD_LWAL_DNO_H1,27.73617,86.53882,0.0973,0.0746,0.926,0.067,0.118,0.005,0.018,0.001,0.006,0.001,0.007,None,0.005
474,Timber,W_WWD_LWAL_DNO_H1,29.98617,82.33882,0.0981,0.0742,0.924,0.07,0.123,0.005,0.018,0.001,0.005,0.001,0.003,None,0.006
475,Timber,W_WWD_LWAL_DNO_H1,29.46117,81.88882,0.1025,0.083,0.919,0.072,0.127,0.006,0.025,0.002,0.008,0.001,0.008,None,0.007
476,Timber,W_WWD_LWAL_DNO_H1,27.96117,86.61382,0.0963,0.0714,0.93,0.064,0.115,0.004,0.017,0.001,0.005,0.001,0.004,None,0.005
477,Timber,W_WWD_LWAL_DNO_H1,27.66117,86.91382,0.1007,0.0816,0.921,0.071,0.127,0.006,0.023,0.001,0.008,0.001,0.008,None,0.007
478,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.46117,83.31382,0.098,0.0733,0.939,0.06,0.108,0.001,0.004,0.0,0.001,0.0,0.0,None,0.003
479,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.23617,83.31382,0.0957,0.0719,0.944,0.054,0.101,0.001,0.006,0.0,0.001,0.0,0.0,None,0.003
480,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.08617,83.53882,0.0951,0.0697,0.944,0.055,0.094,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
481,RCC_H2 gable roof,CR_LFINF_DUL_H2,28.93617,80.68882,0.0974,0.0745,0.941,0.058,0.104,0.001,0.006,0.0,0.001,0.0,0.0,None,0.003
482,RCC_H2 gable roof,CR_LFINF_DUL_H2,29.01117,83.53882,0.0956,0.0719,0.945,0.053,0.098,0.001,0.007,0.0,0.001,0.0,0.001,None,0.003
483,RCC_H2 gable roof,CR_LFINF_DUL_H2,28.78617,81.13882,0.0997,0.0812,0.938,0.06,0.112,0.002,0.009,0.0,0.002,0.0,0.001,None,0.004
484,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.48617,83.98882,0.0969,0.0772,0.982,0.015,0.056,0.002,0.013,0.001,0.006,0.001,0.01,None,0.002
485,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.38617,83.23882,0.0976,0.0668,0.986,0.013,0.043,0.001,0.005,0.0,0.001,0.0,0.001,None,0.001
486,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.08617,83.01382,0.0926,0.0661,0.986,0.012,0.047,0.001,0.006,0.0,0.002,0.0,0.001,None,0.001
487,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.71117,83.31382,0.0967,0.0767,0.98,0.017,0.064,0.002,0.011,0.0,0.003,0.0,0.003,None,0.002
488,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.73617,86.91382,0.0968,0.0668,0.985,0.014,0.049,0.001,0.005,0.0,0.001,0.0,0.001,None,0.001
489,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.16382,0.0997,0.08,0.978,0.019,0.064,0.002,0.013,0.001,0.005,0.001,0.007,None,0.002
490,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.93617,80.61382,0.0994,0.0774,0.981,0.016,0.056,0.002,0.013,0.001,0.006,0.001,0.012,None,0.002
491,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.91382,0.0994,0.0744,0.981,0.016,0.058,0.002,0.011,0.0,0.004,0.0,0.004,None,0.002
492,RCC_H1 flat roof,CR_LFINF_DUL_H1,30.28617,82.03882,0.0982,0.0795,0.978,0.018,0.069,0.002,0.014,0.001,0.004,0.0,0.004,None,0.002
493,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.38882,0.0935,0.0698,0.985,0.013,0.049,0.001,0.01,0.0,0.003,0.0,0.003,None,0.001
494,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.86117,80.68882,0.0983,0.0734,0.957,0.042,0.089,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
495,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.71117,83.46382,0.0994,0.076,0.954,0.044,0.093,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
496,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,84.13882,0.099,0.0749,0.955,0.044,0.088,0.001,0.005,0.0,0.001,0.0,0.0,None,0.003
497,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.16117,83.08882,0.1021,0.082,0.952,0.046,0.096,0.002,0.009,0.0,0.002,0.0,0.001,None,0.003
498,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.78617,84.13882,0.0964,0.0818,0.956,0.042,0.096,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
499,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.33617,85.11382,0.0979,0.0761,0.957,0.042,0.083,0.001,0.008,0.0,0.002,0.0,0.001,None,0.003
500,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,84.06382,0.0966,0.0722,0.958,0.04,0.083,0.001,0.006,0.0,0.001,0.0,0.001,None,0.002
501,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.61117,83.01382,0.0942,0.0712,0.96,0.039,0.082,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
502,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.73617,86.83882,0.097,0.0715,0.957,0.042,0.081,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
503,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.78617,84.36382,0.0966,0.0717,0.958,0.041,0.082,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
504,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.56117,84.13882,0.0967,0.079,0.968,0.028,0.075,0.003,0.015,0.001,0.004,0.0,0.003,None,0.003
505,MR_H1 flat roof,MUR_LWAL_DNO_H1,29.01117,83.16382,0.0938,0.0665,0.973,0.025,0.06,0.001,0.007,0.0,0.002,0.0,0.001,None,0.002
506,MR_H1 flat roof,MUR_LWAL_DNO_H1,29.23617,83.01382,0.0933,0.0767,0.969,0.028,0.078,0.002,0.011,0.0,0.003,0.0,0.002,None,0.002
507,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.86117,82.86382,0.0948,0.069,0.972,0.026,0.062,0.002,0.009,0.0,0.003,0.0,0.002,None,0.002
508,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.56117,85.03882,0.1042,0.0779,0.962,0.034,0.079,0.003,0.011,0.0,0.003,0.0,0.002,None,0.003
509,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.78617,83.31382,0.0993,0.0826,0.966,0.03,0.075,0.003,0.015,0.001,0.006,0.001,0.007,None,0.003
510,MR_H1 flat roof,MUR_LWAL_DNO_H1,28.18617,81.88882,0.0919,0.0684,0.974,0.024,0.063,0.002,0.009,0.0,0.002,0.0,0.002,None,0.002
511,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.31117,83.23882,0.1013,0.0741,0.929,0.065,0.107,0.005,0.015,0.001,0.004,0.0,0.003,None,0.005
512,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.16117,84.13882,0.0967,0.0769,0.935,0.059,0.105,0.005,0.018,0.001,0.005,0.001,0.003,None,0.005
513,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.78617,84.21382,0.0999,0.0771,0.928,0.065,0.111,0.005,0.016,0.001,0.004,0.0,0.002,None,0.005
514,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.96117,86.83882,0.0997,0.0869,0.927,0.065,0.116,0.006,0.022,0.001,0.006,0.001,0.005,None,0.006
515,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.73617,87.58882,0.0984,0.0704,0.931,0.064,0.102,0.004,0.012,0.001,0.002,0.0,0.001,None,0.005
516,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.93617,83.31382,0.0987,0.0788,0.932,0.061,0.107,0.005,0.019,0.001,0.006,0.001,0.005,None,0.005
517,MR_H2 gable roof,MUR_LWAL_DNO_H2,30.06117,81.96382,0.0986,0.075,0.932,0.062,0.107,0.005,0.016,0.001,0.004,0.0,0.002,None,0.005
518,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.08617,82.93882,0.0951,0.0699,0.938,0.057,0.095,0.004,0.014,0.001,0.004,0.0,0.003,None,0.004
519,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.78617,80.98882,0.0928,0.0644,0.943,0.053,0.089,0.003,0.012,0.001,0.003,0.0,0.002,None,0.004
520,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.48617,84.73882,0.0965,0.076,0.936,0.058,0.102,0.004,0.018,0.001,0.005,0.001,0.004,None,0.005
521,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.73617,87.06382,0.0966,0.0681,0.937,0.059,0.097,0.004,0.013,0.001,0.003,0.0,0.002,None,0.004
522,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.23617,83.16382,0.0958,0.0836,0.936,0.057,0.103,0.005,0.021,0.001,0.008,0.001,0.008,None,0.005
523,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.41117,84.06382,0.0976,0.0698,0.933,0.062,0.101,0.004,0.012,0.001,0.003,0.0,0.001,None,0.004
524,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.76117,82.63882,0.0997,0.0869,0.927,0.065,0.116,0.006,0.022,0.001,0.006,0.001,0.005,None,0.006
525,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.08617,83.46382,0.0986,0.075,0.932,0.062,0.107,0.005,0.016,0.001,0.004,0.0,0.002,None,0.005
526,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.41117,83.98882,0.0928,0.0644,0.943,0.053,0.089,0.003,0.012,0.001,0.003,0.0,0.002,None,0.004
527,MR_H2 gable roof,MUR_LWAL_DNO_H2,28.33617,85.03882,0.0965,0.076,0.936,0.058,0.102,0.004,0.018,0.001,0.005,0.001,0.004,None,0.005
528,MR_H2 gable roof,MUR_LWAL_DNO_H2,27.66117,87.06382,0.0965,0.076,0.936,0.058,0.102,0.004,0.018,0.001,0.005,0.001,0.004,None,0.005
529,MR_H2 gable roof,MUR_LWAL_DNO_H2,30.06117,81.88882,0.0966,0.0681,0.937,0.059,0.097,0.004,0.013,0.001,0.003,0.0,0.002,None,0.004
530,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.31117,83.91382,0.0964,0.0712,0.935,0.059,0.102,0.004,0.014,0.001,0.003,0.0,0.002,None,0.004
531,MR_H2 gable roof,MUR_LWAL_DNO_H2,29.01117,83.23882,0.0974,0.0695,0.936,0.059,0.1,0.004,0.014,0.001,0.003,0.0,0.002,None,0.004
532,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.78617,83.98882,0.0976,0.0734,0.849,0.144,0.2,0.006,0.019,0.001,0.003,0.0,0.001,None,0.009
533,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.13617,82.11382,0.0992,0.0769,0.848,0.145,0.19,0.006,0.024,0.001,0.008,0.0,0.006,None,0.009
534,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.93617,83.68882,0.0924,0.0708,0.864,0.13,0.188,0.005,0.02,0.001,0.004,0.0,0.001,None,0.008
535,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.86117,83.91382,0.0974,0.0724,0.852,0.142,0.193,0.005,0.021,0.001,0.004,0.0,0.002,None,0.009
536,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.71117,83.91382,0.0993,0.0761,0.844,0.149,0.202,0.006,0.023,0.001,0.004,0.0,0.002,None,0.009
537,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.48617,83.91382,0.0954,0.0778,0.856,0.137,0.191,0.006,0.026,0.001,0.007,0.0,0.005,None,0.009
538,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.83617,81.13882,0.0983,0.082,0.852,0.139,0.198,0.007,0.029,0.001,0.006,0.0,0.003,None,0.009
539,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,83.08882,0.0988,0.081,0.851,0.141,0.195,0.007,0.028,0.001,0.008,0.001,0.006,None,0.009
540,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.86117,82.93882,0.093,0.0771,0.864,0.129,0.19,0.006,0.025,0.001,0.006,0.0,0.003,None,0.008
541,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,84.06382,0.0923,0.0759,0.869,0.124,0.185,0.005,0.025,0.001,0.007,0.0,0.005,None,0.008
542,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.93617,83.23882,0.099,0.0678,0.847,0.148,0.19,0.005,0.017,0.001,0.003,0.0,0.001,None,0.009
543,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.43617,84.58882,0.1078,0.0906,0.826,0.163,0.198,0.008,0.035,0.002,0.011,0.001,0.008,None,0.011
544,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.66117,87.13882,0.0952,0.0681,0.857,0.138,0.185,0.005,0.018,0.001,0.003,0.0,0.001,None,0.008
545,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.28617,81.81382,0.1009,0.0735,0.842,0.151,0.199,0.006,0.021,0.001,0.004,0.0,0.001,None,0.009
546,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.08617,82.78882,0.0971,0.0691,0.853,0.141,0.187,0.005,0.02,0.001,0.004,0.0,0.001,None,0.009
547,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,27.73617,82.63882,0.0941,0.0719,0.862,0.132,0.19,0.005,0.021,0.001,0.004,0.0,0.002,None,0.008
548,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,82.71382,0.0957,0.0768,0.857,0.136,0.189,0.006,0.026,0.001,0.007,0.0,0.004,None,0.009
549,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.48617,84.51382,0.1003,0.085,0.847,0.144,0.198,0.008,0.031,0.001,0.008,0.001,0.005,None,0.01
550,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.16117,83.01382,0.095,0.0747,0.864,0.129,0.182,0.006,0.026,0.001,0.006,0.0,0.003,None,0.008
551,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,28.56117,81.36382,0.1007,0.0773,0.844,0.149,0.197,0.007,0.025,0.001,0.005,0.0,0.002,None,0.01
552,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,83.23882,0.1006,0.0788,0.846,0.146,0.191,0.006,0.027,0.001,0.008,0.001,0.006,None,0.01
553,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.23617,84.13882,0.1002,0.0793,0.844,0.148,0.201,0.007,0.025,0.001,0.006,0.0,0.004,None,0.01
554,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,30.21117,82.03882,0.0979,0.0691,0.849,0.146,0.189,0.005,0.019,0.001,0.004,0.0,0.002,None,0.009
555,RCC_H4 gaqble roof,CR_LFINF_DUL_H4,29.01117,83.01382,0.096,0.0739,0.857,0.136,0.187,0.005,0.023,0.001,0.007,0.0,0.004,None,0.009
556,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,82.63882,0.0968,0.0773,0.958,0.041,0.084,0.001,0.009,0.0,0.002,0.0,0.001,None,0.002
557,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.08617,83.98882,0.0928,0.0776,0.959,0.04,0.092,0.001,0.007,0.0,0.001,0.0,0.001,None,0.002
558,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.58617,88.03882,0.0968,0.0733,0.957,0.042,0.087,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
559,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.28617,81.96382,0.0996,0.0743,0.956,0.043,0.087,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
560,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.23617,82.78882,0.0956,0.076,0.96,0.039,0.087,0.001,0.008,0.0,0.002,0.0,0.001,None,0.002
561,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,83.31382,0.0924,0.0699,0.961,0.038,0.08,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
562,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,84.96382,0.102,0.0837,0.952,0.046,0.095,0.002,0.01,0.0,0.002,0.0,0.002,None,0.003
563,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,82.78882,0.101,0.0801,0.95,0.048,0.096,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
564,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.01117,83.46382,0.0956,0.0673,0.961,0.038,0.075,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
565,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.98617,81.51382,0.0889,0.0606,0.968,0.031,0.067,0.001,0.003,0.0,0.0,0.0,0.0,None,0.002
566,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.53617,83.16382,0.0957,0.0706,0.958,0.041,0.083,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
567,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.93617,83.61382,0.0968,0.0702,0.959,0.04,0.079,0.001,0.006,0.0,0.001,0.0,0.001,None,0.002
568,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.73617,87.13882,0.0963,0.0682,0.958,0.041,0.078,0.001,0.003,0.0,0.0,0.0,0.0,None,0.002
569,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.06117,81.43882,0.0941,0.0687,0.962,0.037,0.077,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
570,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.41117,83.91382,0.0953,0.0659,0.961,0.039,0.076,0.001,0.003,0.0,0.0,0.0,0.0,None,0.002
571,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.28617,81.51382,0.0967,0.0727,0.956,0.042,0.086,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
572,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.98617,82.18882,0.0919,0.0677,0.963,0.036,0.074,0.001,0.005,0.0,0.001,0.0,0.001,None,0.002
573,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.16117,82.56382,0.0997,0.074,0.954,0.044,0.086,0.001,0.005,0.0,0.001,0.0,0.001,None,0.003
574,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.63617,83.68882,0.1042,0.0772,0.95,0.049,0.091,0.001,0.006,0.0,0.001,0.0,0.001,None,0.003
575,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.81117,87.58882,0.0954,0.0816,0.959,0.039,0.087,0.001,0.01,0.0,0.003,0.0,0.002,None,0.003
576,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.31117,83.08882,0.0974,0.0835,0.953,0.045,0.099,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
577,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.58617,87.51382,0.0957,0.0708,0.959,0.04,0.083,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
578,RCC_H3 flat roof,CR_LFINF_DUL_H3,29.61117,82.93882,0.0975,0.0712,0.958,0.041,0.083,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
579,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.48617,84.28882,0.094,0.0762,0.958,0.041,0.088,0.001,0.006,0.0,0.001,0.0,0.001,None,0.002
580,RCC_H3 flat roof,CR_LFINF_DUL_H3,27.81117,87.13882,0.0994,0.0697,0.956,0.043,0.08,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
581,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.58882,0.096,0.0687,0.96,0.039,0.079,0.001,0.005,0.0,0.001,0.0,0.0,None,0.002
582,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.96382,0.0963,0.073,0.957,0.041,0.083,0.001,0.006,0.0,0.001,0.0,0.001,None,0.002
583,RCC_H3 flat roof,CR_LFINF_DUL_H3,30.13617,81.66382,0.0994,0.0826,0.953,0.045,0.097,0.002,0.008,0.0,0.002,0.0,0.001,None,0.003
584,RCC_H3 flat roof,CR_LFINF_DUL_H3,28.33617,81.58882,0.0965,0.0735,0.956,0.043,0.087,0.001,0.004,0.0,0.001,0.0,0.0,None,0.002
585,RCC_H1 flat roof,CR_LFINF_DUL_H1,27.73617,87.21382,0.0987,0.0794,0.981,0.016,0.056,0.002,0.014,0.001,0.007,0.001,0.01,None,0.002
586,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.56117,81.43882,0.0955,0.0746,0.982,0.015,0.056,0.002,0.012,0.0,0.005,0.0,0.006,None,0.002
587,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.23617,82.86382,0.0994,0.0826,0.977,0.019,0.068,0.002,0.015,0.001,0.006,0.001,0.009,None,0.002
588,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,83.38882,0.0976,0.0729,0.984,0.013,0.05,0.001,0.013,0.0,0.006,0.001,0.008,None,0.002
589,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.41117,84.58882,0.0948,0.0725,0.983,0.016,0.057,0.001,0.008,0.0,0.002,0.0,0.002,None,0.001
590,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.01117,80.38882,0.0954,0.0703,0.984,0.014,0.051,0.001,0.007,0.0,0.002,0.0,0.002,None,0.001
591,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.11117,81.96382,0.0995,0.0816,0.979,0.017,0.063,0.002,0.016,0.001,0.006,0.001,0.009,None,0.002
592,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.11117,85.86382,0.0985,0.0754,0.98,0.017,0.06,0.001,0.009,0.0,0.002,0.0,0.002,None,0.002
593,RCC_H1 flat roof,CR_LFINF_DUL_H1,30.06117,81.28882,0.0994,0.0697,0.984,0.014,0.048,0.001,0.008,0.0,0.003,0.0,0.003,None,0.001
594,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.61117,82.86382,0.096,0.0687,0.985,0.013,0.051,0.001,0.009,0.0,0.003,0.0,0.003,None,0.001
595,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.98882,0.0975,0.0806,0.979,0.018,0.064,0.002,0.014,0.001,0.006,0.001,0.009,None,0.002
596,RCC_H1 flat roof,CR_LFINF_DUL_H1,29.31117,83.01382,0.093,0.0703,0.986,0.012,0.052,0.001,0.012,0.0,0.005,0.0,0.006,None,0.002
597,RCC_H1 flat roof,CR_LFINF_DUL_H1,28.93617,83.46382,0.0992,0.0751,0.981,0.017,0.056,0.001,0.009,0.0,0.003,0.0,0.003,None,0.002
